[3.0, 31.662, 2.602, 3.316, 4.0, 5.525, -0.5, 0.477]
[3.0, 29.619, 4.727, 7.452, 4.0, -0.01, -0.556, 7.737]
[3.0, 51.437, 10.047, 7.86, 4.0, 1.629, 1.2, 1.699]
[3.0, 33.27, 2.61, 4.714, 4.0, 0.811, 2.391, -7.167]
[3.0, 39.375, 4.135, 3.469, 4.0, -0.694, -1.72, 9.664]
[3.0, 55.477, 11.44, 9.764, 4.0, 0.372, -0.036, 5.221]
[3.0, 50.309, 3.611, 10.225, 4.0, 2.583, 1.824, -5.0]
[3.0, 34.244, -5.567, 3.598, 4.0, -2.203, -2.523, 12.036]
[3.0, 19.515, -10.543, 4.828, 4.0, 1.393, 4.192, -14.242]
[3.0, 60.797, 10.538, 9.308, 4.0, -1.697, -0.967, 8.5]
[3.0, 67.526, 9.933, 9.899, 4.0, 0.783, 0.407, 2.19]
[3.0, 71.835, 8.392, 18.32, 4.0, 2.925, 2.397, -1.001]
[3.0, 59.616, 8.352, 20.658, 4.0, 1.634, 1.038, 0.796]
[3.0, 15.355, -8.838, 3.436, 4.0, 3.671, 2.013, -5.631]
[3.0, 22.866, -2.667, 26.313, 4.0, -4.914, -1.34, 8.498]
[3.0, 27.422, -14.097, -13.152, 4.0, 6.515, -0.251, -6.159]
[3.0, 24.248, 5.223, 42.544, 4.0, 3.903, 4.757, 4.545]
[3.0, 9.257, -26.047, -24.53, 4.0, -0.411, -3.158, -6.415]
[3.0, 34.348, -10.206, 12.657, 4.0, 9.644, 2.967, 2.067]
[3.0, 24.469, -10.058, -19.258, 4.0, 7.255, 0.443, -2.979]
[3.0, 33.126, -22.641, 20.344, 4.0, 4.676, 3.188, -8.782]
[3.0, 58.778, 6.192, 14.925, 4.0, -9.859, -0.015, 9.067]
[3.0, 44.612, -20.239, 10.292, 4.0, 2.942, 2.03, -6.414]
[3.0, 61.458, 8.638, -1.532, 4.0, -6.049, -0.982, 15.041]
[3.0, 45.018, -16.174, 24.827, 4.0, 4.287, 4.133, -7.293]
[3.0, 49.563, 4.884, 17.686, 4.0, -10.549, -0.328, 16.302]
[3.0, 13.973, -19.333, -5.603, 4.0, -3.192, 0.322, 6.939]
[3.0, 48.646, 13.842, 19.3, 4.0, -8.007, -1.527, 2.448]
[3.0, 25.226, -3.711, 12.415, 4.0, -2.949, -4.084, 14.937]
[3.0, 15.924, -32.707, -12.483, 4.0, 4.212, -2.704, -1.492]
[3.0, 11.579, -16.188, -10.51, 4.0, 6.573, -5.868, 6.745]
[3.0, 24.607, -4.751, -29.554, 4.0, 9.639, -3.951, 4.817]
[3.0, 18.563, -28.099, -24.423, 4.0, 9.118, -7.307, 1.982]
[3.0, 25.773, -18.37, -26.929]
[3.0, 18.611, -17.977, -21.38]
